Rowid_,VALUE,SRCID_FEAT,SRCID_RAST
,0.151069894433022,0,0
,0.163973525166512,0,1
,0.182012796401978,0,2
,0.200703814625740,0,3
,0.222477421164513,0,4
,0.245293468236923,0,5
,0.271310418844223,0,6
,0.301789522171021,0,7
,0.385713517665863,0,8
,0.698334753513336,0,9
,1.047418832778931,0,10
,1.267837762832642,0,11
,1.452693700790405,0,12
,1.593055605888367,0,13
,1.638415813446045,0,14
,1.558082461357117,0,15
,1.385905265808106,0,16
,1.163936734199524,0,17
,0.906563460826874,0,18
,0.642392635345459,0,19
,0.426171302795410,0,20
,0.276110321283340,0,21
,0.182020470499992,0,22
,0.151531144976616,0,23
,0.159439414739609,0,24
,0.177408307790756,0,25
,0.184445276856422,0,26
,0.218102440237999,0,27
,0.254713982343674,0,28
,0.277089059352875,0,29
,0.300498574972153,0,30
,0.414086580276489,0,31
,0.452941656112671,0,32
,0.755621969699860,0,33
,1.019807457923889,0,34
,1.121126294136047,0,35
,1.439138293266296,0,36
,1.062003135681152,0,37
,1.038423299789429,0,38
,1.439533710479736,0,39
,1.466596961021423,0,40
,1.150665163993835,0,41
,0.913385570049286,0,42
,0.636193633079529,0,43
,0.420019865036011,0,44
,0.265881240367889,0,45
,0.178797572851181,0,46
,0.149201825261116,0,47
,0.157193601131439,0,48
,0.176202535629272,0,49
,0.182606920599937,0,50
,0.212516397237778,0,51
,0.235231012105942,0,52
,0.261305779218674,0,53
,0.289823710918427,0,54
,0.417231947183609,0,55
,0.520504653453827,0,56
,0.759290516376495,0,57
,1.012999892234802,0,58
,1.246458649635315,0,59
,1.443582534790039,0,60
,1.574272155761719,0,61
,1.611026048660278,0,62
,1.538156032562256,0,63
,1.382774591445923,0,64
,1.153255462646484,0,65
,0.879333496093750,0,66
,0.620369791984558,0,67
,0.410447746515274,0,68
,0.260613769292831,0,69
,0.175258159637451,0,70
,0.146441817283630,0,71
,0.154720097780228,0,72
,0.175725594162941,0,73
,0.184709012508392,0,74
,0.214394479990005,0,75
,0.238667801022530,0,76
,0.264385610818863,0,77
,0.294732272624969,0,78
,0.412378221750259,0,79
,0.504143595695496,0,80
,0.734577000141144,0,81
,0.981823444366455,0,82
,1.217233657836914,0,83
,1.422093033790588,0,84
,1.544755339622498,0,85
,1.580335497856140,0,86
,1.512565255165100,0,87
,1.356292009353638,0,88
,1.135495662689209,0,89
,0.874060034751892,0,90
,0.619434714317322,0,91
,0.407541066408157,0,92
,0.257439285516739,0,93
,0.171960562467575,0,94
,0.143878206610680,0,95
,0.152104735374451,0,96
,0.171969830989838,0,97
,0.182856068015099,0,98
,0.212574303150177,0,99
,0.235431507229805,0,100
,0.258569091558456,0,101
,0.296471536159515,0,102
,0.363170981407166,0,103
,0.483585238456726,0,104
,0.644859611988068,0,105
,0.924323320388794,0,106
,1.135751962661743,0,107
,1.226071000099182,0,108
,1.550201535224915,0,109
,1.578684449195862,0,110
,1.515244960784912,0,111
,1.360455989837647,0,112
,1.085997343063355,0,113
,0.825704336166382,0,114
,0.603856265544891,0,115
,0.400179028511047,0,116
,0.253223419189453,0,117
,0.168483927845955,0,118
,0.141032934188843,0,119
,0.149667456746101,0,120
,0.170091629028320,0,121
,0.180108010768890,0,122
,0.211788699030876,0,123
,0.259421765804291,0,124
,0.266126006841660,0,125
,0.298603266477585,0,126
,0.355742275714874,0,127
,0.407340317964554,0,128
,0.445299744606018,0,129
,0.580042064189911,0,130
,0.846631824970245,0,131
,1.036821007728577,0,132
,1.111812591552734,0,133
,1.030928373336792,0,134
,1.137558579444885,0,135
,0.802574336528778,0,136
,1.082122206687927,0,137
,0.770241916179657,0,138
,0.526731610298157,0,139
,0.394923180341721,0,140
,0.248493358492851,0,141
,0.164498835802078,0,142
,0.138818249106407,0,143
,0.146171927452087,0,144
,0.169249728322029,0,145
,0.189274862408638,0,146
,0.223855838179588,0,147
,0.259633302688599,0,148
,0.293185353279114,0,149
,0.313013941049576,0,150
,0.381903082132339,0,151
,0.450339794158936,0,152
,0.572846114635468,0,153
,0.794450640678406,0,154
,1.127928853034973,0,155
,1.231060981750488,0,156
,1.199421048164368,0,157
,1.384925127029419,0,158
,1.422236561775208,0,159
,1.254988551139832,0,160
,1.037689208984375,0,161
,0.819712221622467,0,162
,0.565981745719910,0,163
,0.363276392221451,0,164
,0.237180173397064,0,165
,0.156238287687302,0,166
,0.133074626326561,0,167
,0.140883535146713,0,168
,0.157249495387077,0,169
,0.181022748351097,0,170
,0.201475545763969,0,171
,0.248917967081070,0,172
,0.273585379123688,0,173
,0.292609483003616,0,174
,0.357103675603867,0,175
,0.373832732439041,0,176
,0.456370860338211,0,177
,0.492891043424606,0,178
,0.600407421588898,0,179
,0.837711155414581,0,180
,1.433113574981690,0,181
,1.530828833580017,0,182
,1.473835349082947,0,183
,1.314636588096619,0,184
,1.094714045524597,0,185
,0.840665638446808,0,186
,0.588029742240906,0,187
,0.388131409883499,0,188
,0.239725008606911,0,189
,0.157666295766830,0,190
,0.131156459450722,0,191
,0.140942737460136,0,192
,0.163924157619476,0,193
,0.176318079233170,0,194
,0.203732669353485,0,195
,0.230330824851990,0,196
,0.257250159978867,0,197
,0.289804399013519,0,198
,0.387713104486465,0,199
,0.456458359956741,0,200
,0.695869088172913,0,201
,0.987489640712738,0,202
,1.223991751670837,0,203
,1.414729833602905,0,204
,1.582287192344666,0,205
,1.630070924758911,0,206
,1.508977055549622,0,207
,1.333391070365906,0,208
,1.105985879898071,0,209
,0.851961731910706,0,210
,0.590767562389374,0,211
,0.379398345947266,0,212
,0.233363181352615,0,213
,0.152728140354156,0,214
,0.127782464027405,0,215
,0.137931257486343,0,216
,0.161603927612305,0,217
,0.175473660230637,0,218
,0.202444404363632,0,219
,0.228775441646576,0,220
,0.254837155342102,0,221
,0.283063292503357,0,222
,0.376476198434830,0,223
,0.447257429361343,0,224
,0.683440744876862,0,225
,0.988960564136505,0,226
,1.213873863220215,0,227
,1.406308650970459,0,228
,1.541462540626526,0,229
,1.580389738082886,0,230
,1.497673392295837,0,231
,1.325032472610474,0,232
,1.117888450622559,0,233
,0.787501871585846,0,234
,0.457453012466431,0,235
,0.368736237287521,0,236
,0.208727762103081,0,237
,0.147805243730545,0,238
,0.123996756970882,0,239
,0.134332895278931,0,240
,0.158349722623825,0,241
,0.181852802634239,0,242
,0.205165982246399,0,243
,0.234264194965363,0,244
,0.265780627727509,0,245
,0.314054131507874,0,246
,0.345574349164963,0,247
,0.377151727676392,0,248
,0.437782794237137,0,249
,0.488355159759521,0,250
,0.443925142288208,0,251
,0.603653609752655,0,252
,0.622223258018494,0,253
,0.656328380107880,0,254
,0.659530103206635,0,255
,0.569494307041168,0,256
,0.543063402175903,0,257
,0.404064893722534,0,258
,0.281156003475189,0,259
,0.256481826305389,0,260
,0.177188411355019,0,261
,0.134047567844391,0,262
,0.121752001345158,0,263
,0.128593996167183,0,264
,0.152400016784668,0,265
,0.178773820400238,0,266
,0.206902235746384,0,267
,0.238348945975304,0,268
,0.272456079721451,0,269
,0.319694608449936,0,270
,0.420694947242737,0,271
,0.569159507751465,0,272
,0.774825453758240,0,273
,0.959477365016937,0,274
,1.172499418258667,0,275
,1.363063454627991,0,276
,1.497585415840149,0,277
,1.521134018898010,0,278
,1.449321508407593,0,279
,1.292220115661621,0,280
,1.070564270019531,0,281
,0.811001121997833,0,282
,0.568629384040833,0,283
,0.361078411340714,0,284
,0.217518553137779,0,285
,0.139058008790016,0,286
,0.120171874761581,0,287
,0.127220466732979,0,288
,0.158410936594009,0,289
,0.175422057509422,0,290
,0.200776904821396,0,291
,0.226902410387993,0,292
,0.250882446765900,0,293
,0.283145815134048,0,294
,0.323920011520386,0,295
,0.388530433177948,0,296
,0.645427107810974,0,297
,0.952502667903900,0,298
,1.046349644660950,0,299
,0.742536067962646,0,300
,1.043940424919128,0,301
,1.397222876548767,0,302
,1.509688258171082,0,303
,1.280201554298401,0,304
,0.898261666297913,0,305
,0.489500403404236,0,306
,0.285440057516098,0,307
,0.348251044750214,0,308
,0.210792139172554,0,309
,0.129190415143967,0,310
,0.118492484092712,0,311
,0.123440958559513,0,312
,0.151389628648758,0,313
,0.170111596584320,0,314
,0.197006464004517,0,315
,0.224458873271942,0,316
,0.250738024711609,0,317
,0.278960794210434,0,318
,0.346710830926895,0,319
,0.388828754425049,0,320
,0.570018112659454,0,321
,0.951558709144592,0,322
,0.862652242183685,0,323
,0.900840699672699,0,324
,1.054156541824341,0,325
,0.955200076103210,0,326
,1.209574699401856,0,327
,0.952779412269592,0,328
,0.819905102252960,0,329
,0.515508949756622,0,330
,0.299088567495346,0,331
,0.237775579094887,0,332
,0.157423838973045,0,333
,0.125628679990768,0,334
,0.116709515452385,0,335
,0.121151812374592,0,336
,0.144018009305000,0,337
,0.171249121427536,0,338
,0.191986009478569,0,339
,0.217616796493530,0,340
,0.241860166192055,0,341
,0.272652238607407,0,342
,0.341212719678879,0,343
,0.391997814178467,0,344
,0.437385022640228,0,345
,0.911949217319489,0,346
,0.892282426357269,0,347
,1.242808222770691,0,348
,1.026114821434021,0,349
,0.933416128158569,0,350
,0.744719266891479,0,351
,0.859062314033508,0,352
,0.965765535831451,0,353
,0.779727041721344,0,354
,0.497695237398148,0,355
,0.344319105148315,0,356
,0.196182742714882,0,357
,0.123132616281509,0,358
,0.114818103611469,0,359
,0.119278028607368,0,360
,0.145416706800461,0,361
,0.166129618883133,0,362
,0.193778336048126,0,363
,0.224346339702606,0,364
,0.254620462656021,0,365
,0.284969717264175,0,366
,0.309308171272278,0,367
,0.351497769355774,0,368
,0.414039075374603,0,369
,0.629693925380707,0,370
,1.213169455528259,0,371
,1.261755824089050,0,372
,0.894600272178650,0,373
,1.262193441390991,0,374
,0.950091183185577,0,375
,1.090148091316223,0,376
,0.755696475505829,0,377
,0.438733041286469,0,378
,0.445819199085236,0,379
,0.254607141017914,0,380
,0.173457294702530,0,381
,0.119278028607368,0,382
,0.112812750041485,0,383
,0.117296524345875,0,384
,0.143512994050980,0,385
,0.167561829090118,0,386
,0.196799755096436,0,387
,0.228004515171051,0,388
,0.262529402971268,0,389
,0.294161826372147,0,390
,0.332752794027328,0,391
,0.368015110492706,0,392
,0.428326010704041,0,393
,0.511130154132843,0,394
,0.625115096569061,0,395
,1.037526965141296,0,396
,1.095761656761169,0,397
,0.940884888172150,0,398
,0.785024225711823,0,399
,0.416288107633591,0,400
,0.480659931898117,0,401
,0.676345407962799,0,402
,0.531316459178925,0,403
,0.327685087919235,0,404
,0.185595691204071,0,405
,0.117296524345875,0,406
,0.110687151551247,0,407
,0.115201666951180,0,408
,0.142314225435257,0,409
,0.171630874276161,0,410
,0.199455395340919,0,411
,0.226324498653412,0,412
,0.257197052240372,0,413
,0.288158714771271,0,414
,0.294051975011826,0,415
,0.306498616933823,0,416
,0.348683327436447,0,417
,0.393280953168869,0,418
,0.624188840389252,0,419
,0.817306220531464,0,420
,0.515768051147461,0,421
,0.525642812252045,0,422
,0.470450103282928,0,423
,0.643505990505219,0,424
,0.541093051433563,0,425
,0.360377371311188,0,426
,0.302754729986191,0,427
,0.241373002529144,0,428
,0.168148055672646,0,429
,0.115201666951180,0,430
,0.108434118330479,0,431
,0.112987078726292,0,432
,0.138552367687225,0,433
,0.171979874372482,0,434
,0.194035604596138,0,435
,0.217858016490936,0,436
,0.237323790788651,0,437
,0.263500213623047,0,438
,0.300243228673935,0,439
,0.314373522996902,0,440
,0.450771331787109,0,441
,0.489177674055099,0,442
,0.645668923854828,0,443
,0.521395623683929,0,444
,0.490165650844574,0,445
,0.514698505401611,0,446
,0.661162376403809,0,447
,0.627190232276917,0,448
,0.438678652048111,0,449
,0.332897067070007,0,450
,0.276132375001907,0,451
,0.208204522728920,0,452
,0.141575306653976,0,453
,0.112987078726292,0,454
,0.106045350432396,0,455
,0.110645435750484,0,456
,0.129447624087334,0,457
,0.154244214296341,0,458
,0.180287644267082,0,459
,0.206537142395973,0,460
,0.229611590504646,0,461
,0.253548026084900,0,462
,0.290894448757172,0,463
