Rowid_,VALUE,SRCID_FEAT,SRCID_RAST
,0.310138285160065,0,464
,0.369033247232437,0,465
,0.491207748651505,0,466
,0.495253235101700,0,467
,0.598786950111389,0,468
,0.829719245433807,0,469
,1.103271842002869,0,470
,0.684271752834320,0,471
,0.878342688083649,0,472
,0.613905966281891,0,473
,0.422157227993011,0,474
,0.307275027036667,0,475
,0.222268983721733,0,476
,0.143987774848938,0,477
,0.110645435750484,0,478
,0.103511229157448,0,479
,0.108168326318264,0,480
,0.130461975932121,0,481
,0.167203992605209,0,482
,0.195282220840454,0,483
,0.228775903582573,0,484
,0.249973729252815,0,485
,0.278914898633957,0,486
,0.306865811347961,0,487
,0.391287982463837,0,488
,0.476428776979446,0,489
,0.664171397686005,0,490
,0.711619615554810,0,491
,0.648267805576324,0,492
,0.710157930850983,0,493
,0.767667829990387,0,494
,0.739252924919128,0,495
,0.777422368526459,0,496
,0.560758769512177,0,497
,0.440760612487793,0,498
,0.341131120920181,0,499
,0.249333664774895,0,500
,0.153226152062416,0,501
,0.108168326318264,0,502
,0.100820481777191,0,503
,0.105545982718468,0,504
,0.126988157629967,0,505
,0.161498203873634,0,506
,0.191149905323982,0,507
,0.215212523937225,0,508
,0.243120834231377,0,509
,0.270530134439468,0,510
,0.307350784540176,0,511
,0.350966691970825,0,512
,0.431944906711578,0,513
,1.026554703712463,0,514
,1.195052027702332,0,515
,1.373975515365601,0,516
,1.309331417083740,0,517
,1.421829104423523,0,518
,1.387116909027100,0,519
,1.126664757728577,0,520
,0.746093928813934,0,521
,0.574254035949707,0,522
,0.379723876714706,0,523
,0.248608961701393,0,524
,0.152065083384514,0,525
,0.105545982718468,0,526
,0.097959823906422,0,527
,0.102766990661621,0,528
,0.124058604240417,0,529
,0.155841648578644,0,530
,0.186929136514664,0,531
,0.212085381150246,0,532
,0.238522350788116,0,533
,0.296941369771957,0,534
,0.316599875688553,0,535
,0.413029849529266,0,536
,0.491501659154892,0,537
,0.609326541423798,0,538
,0.752774596214294,0,539
,0.951154589653015,0,540
,0.987572014331818,0,541
,1.115448713302612,0,542
,0.952090084552765,0,543
,1.086900115013123,0,544
,0.945411503314972,0,545
,0.731883525848389,0,546
,0.469343572854996,0,547
,0.271383702754974,0,548
,0.140228003263474,0,549
,0.102766990661621,0,550
,0.094913400709629,0,551
,0.099817879498005,0,552
,0.121307455003262,0,553
,0.158011525869370,0,554
,0.183294579386711,0,555
,0.212221100926399,0,556
,0.238277658820152,0,557
,0.273213833570480,0,558
,0.305250167846680,0,559
,0.389160543680191,0,560
,0.499157220125198,0,561
,0.897445201873779,0,562
,1.016873359680176,0,563
,1.413860201835632,0,564
,1.519690275192261,0,565
,1.152555584907532,0,566
,0.790756940841675,0,567
,0.766872763633728,0,568
,0.505365550518036,0,569
,0.392702877521515,0,570
,0.249179899692535,0,571
,0.163579121232033,0,572
,0.123363621532917,0,573
,0.099817879498005,0,574
,0.091662071645260,0,575
,0.096682593226433,0,576
,0.117761261761189,0,577
,0.147812247276306,0,578
,0.178792893886566,0,579
,0.207344755530357,0,580
,0.230948075652123,0,581
,0.246219933032990,0,582
,0.265454828739166,0,583
,0.296290010213852,0,584
,0.339280039072037,0,585
,0.444213300943375,0,586
,0.570644080638886,0,587
,0.801558017730713,0,588
,0.525169253349304,0,589
,0.464879661798477,0,590
,0.389051377773285,0,591
,0.323209851980209,0,592
,0.270641028881073,0,593
,0.221599280834198,0,594
,0.201614171266556,0,595
,0.154672980308533,0,596
,0.118197716772556,0,597
,0.096682593226433,0,598
,0.088182359933853,0,599
,0.093341737985611,0,600
,0.115082733333111,0,601
,0.142893105745316,0,602
,0.172251448035240,0,603
,0.205265164375305,0,604
,0.229454845190048,0,605
,0.251158237457275,0,606
,0.281391322612762,0,607
,0.327020078897476,0,608
,0.379311323165894,0,609
,0.475271016359329,0,610
,0.687332749366760,0,611
,0.727549254894257,0,612
,1.163522839546204,0,613
,1.366059899330139,0,614
,1.568930506706238,0,615
,0.645061969757080,0,616
,0.596258997917175,0,617
,0.439474612474442,0,618
,0.318879663944244,0,619
,0.252775102853775,0,620
,0.117532774806023,0,621
,0.093341737985611,0,622
,0.084444999694824,0,623
,0.089771546423435,0,624
,0.112327687442303,0,625
,0.143206521868706,0,626
,0.173815339803696,0,627
,0.201505109667778,0,628
,0.227931022644043,0,629
,0.254403114318848,0,630
,0.283710896968842,0,631
,0.315426856279373,0,632
,0.458526998758316,0,633
,0.834281325340271,0,634
,1.041701316833496,0,635
,1.254214644432068,0,636
,1.367977619171143,0,637
,1.398376107215881,0,638
,1.340894699096680,0,639
,1.189864397048950,0,640
,0.845536589622498,0,641
,0.585988640785217,0,642
,0.428193032741547,0,643
,0.237528190016747,0,644
,0.112327687442303,0,645
,0.089771546423435,0,646
,0.080412715673447,0,647
,0.085942402482033,0,648
,0.109423108398914,0,649
,0.142409816384315,0,650
,0.172290802001953,0,651
,0.201432988047600,0,652
,0.230509415268898,0,653
,0.265294790267944,0,654
,0.289748132228851,0,655
,0.323128610849380,0,656
,0.444112896919250,0,657
,0.760841786861420,0,658
,0.973155796527863,0,659
,1.166921734809876,0,660
,1.255372762680054,0,661
,1.326715946197510,0,662
,1.293148279190064,0,663
,1.052575588226318,0,664
,0.431290864944458,0,665
,0.293825864791870,0,666
,0.409636139869690,0,667
,0.241047322750092,0,668
,0.109423108398914,0,669
,0.085942402482033,0,670
,0.076036825776100,0,671
,0.081816568970680,0,672
,0.106356419622898,0,673
,0.138581037521362,0,674
,0.169880554080009,0,675
,0.199266850948334,0,676
,0.221000462770462,0,677
,0.248662561178207,0,678
,0.293300837278366,0,679
,0.329060345888138,0,680
,0.402038872241974,0,681
,0.469729423522949,0,682
,0.517576813697815,0,683
,0.601534008979797,0,684
,0.880993425846100,0,685
,0.773364365100861,0,686
,0.839332878589630,0,687
,0.643715977668762,0,688
,0.464057087898254,0,689
,0.349123299121857,0,690
,0.269891530275345,0,691
,0.168811768293381,0,692
,0.106356419622898,0,693
,0.081816568970680,0,694
,0.071251638233662,0,695
,0.077344782650471,0,696
,0.103112719953060,0,697
,0.136076614260674,0,698
,0.169959187507629,0,699
,0.197465330362320,0,700
,0.226917877793312,0,701
,0.263108968734741,0,702
,0.322455972433090,0,703
,0.392341613769531,0,704
,0.468352913856506,0,705
,0.614492833614349,0,706
,0.656139075756073,0,707
,0.772447526454926,0,708
,0.676743090152740,0,709
,1.286707282066345,0,710
,1.127325415611267,0,711
,0.977995157241821,0,712
,0.658403158187866,0,713
,0.342946290969849,0,714
,0.308698475360870,0,715
,0.207670882344246,0,716
,0.103112719953060,0,717
,0.077344782650471,0,718
,0.065964780747890,0,719
,0.072460561990738,0,720
,0.099674180150032,0,721
,0.132609069347382,0,722
,0.164313882589340,0,723
,0.195429965853691,0,724
,0.218686491250992,0,725
,0.243297934532166,0,726
,0.269492506980896,0,727
,0.329254806041718,0,728
,0.322664797306061,0,729
,0.331928193569183,0,730
,0.508535027503967,0,731
,0.563021421432495,0,732
,0.560015797615051,0,733
,0.709259986877441,0,734
,0.539436519145966,0,735
,0.411177754402161,0,736
,0.581875503063202,0,737
,0.464056491851807,0,738
,0.269163936376572,0,739
,0.154804781079292,0,740
,0.099674180150032,0,741
,0.072460561990738,0,742
,0.060039032250643,0,743
